"eventid","iyear","imonth","iday","country","country_txt","region","region_txt","city","latitude","longitude","multiple","success","suicide","attacktype1","attacktype1_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","natlty1","natlty1_txt","guncertain1","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weapdetail","nkill","nwound","ishostkid","ransom"
199608100005,1996,8,10,45,"Colombia",3,"South America","Palmira",3.53,-76.31,0,1,0,1,"Assassination",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified",45,"Colombia",0,5,"Firearms",5,"Unknown Gun Type","Firearm",7,0,0,0
199608110001,1996,8,11,167,"Russia",9,"Eastern Europe","Unknown",43.43,46.09,0,0,0,1,"Assassination",2,"Government (General)",18,"Government Personnel (excluding police, military)",167,"Russia",0,5,"Firearms",5,"Unknown Gun Type","Small caliber",0,0,0,0
199608110002,1996,8,11,182,"Somalia",11,"Sub-Saharan Africa","Beledweyne",4.74,45.2,0,1,0,1,"Assassination",1,"Business",,".",65,"Ethiopia",0,5,"Firearms",5,"Unknown Gun Type","Small caliber",2,0,0,0
199608110003,1996,8,11,186,"Sri Lanka",6,"South Asia","Batticaloa",7.72,81.7,0,1,0,3,"Bombing/Explosion",15,"Religious Figures/Institutions",86,"Place of Worship",186,"Sri Lanka",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,37,0,0
199608110004,1996,8,11,186,"Sri Lanka",6,"South Asia","Valaichchenai",7.92,81.52,0,1,0,2,"Armed Assault",2,"Government (General)",21,"Government Building/Facility/Office",186,"Sri Lanka",0,5,"Firearms",5,"Unknown Gun Type","Firearm",0,0,0,0
199608110005,1996,8,11,6,"Algeria",10,"Middle East & North Africa","Ziraoua",36.99,6.46,0,1,0,3,"Bombing/Explosion",19,"Transportation",100,"Train/Train Tracks/Trolley",6,"Algeria",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,12,0,0
199608110006,1996,8,11,6,"Algeria",10,"Middle East & North Africa","Baghlia",36.82,3.86,0,1,0,3,"Bombing/Explosion",2,"Government (General)",21,"Government Building/Facility/Office",6,"Algeria",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Bomb",1,0,0,0
199608110007,1996,8,11,45,"Colombia",3,"South America","Unknown",,,0,1,0,6,"Hostage Taking (Kidnapping)",1,"Business",2,"Restaurant/Bar/Caf�",98,"Italy",0,13,"Unknown",,".",,0,0,1,0
199608120001,1996,8,12,167,"Russia",9,"Eastern Europe","Volzhsky",48.78,44.77,0,1,0,3,"Bombing/Explosion",19,"Transportation",100,"Train/Train Tracks/Trolley",167,"Russia",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,8,0,0
199608120002,1996,8,12,183,"South Africa",11,"Sub-Saharan Africa","Pretoria",-25.75,28.19,0,1,0,3,"Bombing/Explosion",19,"Transportation",100,"Train/Train Tracks/Trolley",183,"South Africa",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Bomb",0,0,0,0
199608120004,1996,8,12,186,"Sri Lanka",6,"South Asia","Sittandy",7.82,81.55,0,1,0,2,"Armed Assault",19,"Transportation",99,"Bus (excluding tourists)",186,"Sri Lanka",0,5,"Firearms",5,"Unknown Gun Type","Firearm",0,0,0,0
199608120005,1996,8,12,6,"Algeria",10,"Middle East & North Africa","Algiers",36.75,3.04,0,1,0,2,"Armed Assault",10,"Journalists & Media",53,"Newspaper Journalist/Staff/Facility",6,"Algeria",0,5,"Firearms",5,"Unknown Gun Type","Firearm",2,1,0,0
199608120006,1996,8,12,44,"China",4,"East Asia","Sunbo",35.96,116.69,0,1,0,3,"Bombing/Explosion",20,"Unknown",,".",44,"China",0,6,"Explosives/Bombs/Dynamite",9,"Letter Bomb","Package bomb",2,2,0,0
199608120007,1996,8,12,60,"Egypt",10,"Middle East & North Africa","Minya",28.1,30.76,0,1,0,1,"Assassination",3,"Police",25,"Police Security Forces/Officers",60,"Egypt",0,5,"Firearms",5,"Unknown Gun Type","Firearm",2,0,0,0
199608120009,1996,8,12,83,"Guatemala",2,"Central America & Caribbean","San Miguel Uspantan",15.35,-90.87,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",75,"Village/City/Town/Suburb",83,"Guatemala",0,5,"Firearms",5,"Unknown Gun Type","Firearm",0,0,0,0
199608120010,1996,8,12,87,"Haiti",2,"Central America & Caribbean","Croix des Bouquets",18.58,-72.23,0,1,0,2,"Armed Assault",3,"Police",23,"Police Patrol (including vehicles and convoys)",87,"Haiti",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,1,0,0
199608120011,1996,8,12,83,"Guatemala",2,"Central America & Caribbean","San Andres Itzapa",14.62,-90.84,0,1,0,9,"Unknown",14,"Private Citizens & Property",75,"Village/City/Town/Suburb",83,"Guatemala",0,13,"Unknown",,".",,0,0,0,0
199608130001,1996,8,13,110,"Lebanon",10,"Middle East & North Africa","Aadsheet al-Qaseer",33.28,35.48,0,1,0,3,"Bombing/Explosion",17,"Terrorists/Non-State Militia",94,"Non-State Militia",110,"Lebanon",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Bomb",1,0,0,0
199608130002,1996,8,13,130,"Mexico",1,"North America","Unknown",24.57,-104.65,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",73,"Vehicles/Transportation",130,"Mexico",0,5,"Firearms",5,"Unknown Gun Type","Firearm",9,0,0,0
199608130003,1996,8,13,167,"Russia",9,"Eastern Europe","Makhachkala",42.98,47.49,0,1,0,3,"Bombing/Explosion",1,"Business",8,"Hotel/Resort",167,"Russia",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,1,0,0
199608130004,1996,8,13,184,"South Korea",4,"East Asia","Seoul",37.57,126.98,0,1,0,8,"Unarmed Assault",3,"Police",23,"Police Patrol (including vehicles and convoys)",184,"South Korea",0,9,"Melee",21,"Blunt Object","Stones",0,30,0,0
199608130005,1996,8,13,186,"Sri Lanka",6,"South Asia","Jaffna",9.66,80.03,0,1,0,1,"Assassination",3,"Police",25,"Police Security Forces/Officers",186,"Sri Lanka",0,13,"Unknown",,".",,2,0,0,0
199608130006,1996,8,13,186,"Sri Lanka",6,"South Asia","Polonnaruwa District",7.94,81,0,1,0,1,"Assassination",3,"Police",25,"Police Security Forces/Officers",186,"Sri Lanka",0,13,"Unknown",,".",,1,0,0,0
199608130007,1996,8,13,45,"Colombia",3,"South America","Orito",0.67,-76.87,0,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property",76,"House/Apartment/Residence",45,"Colombia",0,6,"Explosives/Bombs/Dynamite",7,"Grenade",,2,37,0,0
199608130008,1996,8,13,93,"Indonesia",5,"Southeast Asia","Yogyakarta",-7.8,110.37,0,1,0,8,"Unarmed Assault",10,"Journalists & Media",53,"Newspaper Journalist/Staff/Facility",93,"Indonesia",0,9,"Melee",21,"Blunt Object","Rod",1,0,0,0
199608140001,1996,8,14,186,"Sri Lanka",6,"South Asia","Unknown",,,0,1,0,3,"Bombing/Explosion",1,"Business",7,"Retail/Grocery/Bakery",184,"South Korea",0,6,"Explosives/Bombs/Dynamite",7,"Grenade",,0,0,0,0
199608140002,1996,8,14,186,"Sri Lanka",6,"South Asia","Unknown",,,0,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property",77,"Laborer (General)/Occupation Identified",184,"South Korea",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199608140003,1996,8,14,45,"Colombia",3,"South America","Betania",5.75,-75.98,0,1,0,2,"Armed Assault",3,"Police",22,"Police Building (headquarters, station, school)",45,"Colombia",0,5,"Firearms",5,"Unknown Gun Type","Firearm",0,4,0,0
199608140004,1996,8,14,45,"Colombia",3,"South America","Bogota district",4.6,-74.08,0,1,0,6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",77,"Laborer (General)/Occupation Identified",30,"Brazil",0,13,"Unknown",,".",,0,0,1,0
199608140005,1996,8,14,69,"France",8,"Western Europe","Ajaccio",41.92,8.74,0,1,0,3,"Bombing/Explosion",2,"Government (General)",14,"Judge/Attorney/Court",69,"France",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199608140006,1996,8,14,54,"Czech Republic",9,"Eastern Europe","Prague",50.08,14.44,0,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property",75,"Village/City/Town/Suburb",54,"Czech Republic",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199608140007,1996,8,14,69,"France",8,"Western Europe","Paris",48.86,2.35,0,1,0,3,"Bombing/Explosion",1,"Business",,".",69,"France",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,1,0,0
199608140008,1996,8,14,93,"Indonesia",5,"Southeast Asia","Timika, Irian Jaya",-4.55,136.89,0,1,0,6,"Hostage Taking (Kidnapping)",1,"Business",,".",93,"Indonesia",0,5,"Firearms",5,"Unknown Gun Type","Firearm",0,0,1,0
199608150001,1996,8,15,167,"Russia",9,"Eastern Europe","Pyatigorsk",44.05,43.05,0,0,0,3,"Bombing/Explosion",1,"Business",8,"Hotel/Resort",167,"Russia",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199608150002,1996,8,15,186,"Sri Lanka",6,"South Asia","Omantai",8.87,80.51,0,1,0,9,"Unknown",9,"Food or Water Supply",51,"Food Supply",186,"Sri Lanka",0,13,"Unknown",,".",,0,0,0,0
199608150003,1996,8,15,202,"Tajikistan",7,"Central Asia","Dushanbe",38.54,68.78,0,1,0,3,"Bombing/Explosion",1,"Business",2,"Restaurant/Bar/Caf�",202,"Tajikistan",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,6,0,0
199608150004,1996,8,15,202,"Tajikistan",7,"Central Asia","Dushanbe",38.54,68.78,0,1,0,3,"Bombing/Explosion",4,"Military",35,"Military Transportation/Vehicle (excluding convoys)",167,"Russia",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",1,2,0,0
199608150005,1996,8,15,6,"Algeria",10,"Middle East & North Africa","Sidi Ladjel",35.44,2.52,0,1,0,2,"Armed Assault",19,"Transportation",99,"Bus (excluding tourists)",6,"Algeria",0,9,"Melee",23,"Knife or Other Sharp Object","Knives",18,0,0,0
199608150006,1996,8,15,14,"Australia",12,"Australasia & Oceania","Adelaide",-34.93,138.6,0,1,0,2,"Armed Assault",1,"Business",,".",14,"Australia",0,5,"Firearms",5,"Unknown Gun Type","Firearm",2,1,0,0
199608150010,1996,8,15,28,"Bosnia-Herzegovina",9,"Eastern Europe","Cazin",44.97,15.94,1,1,0,3,"Bombing/Explosion",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally",28,"Bosnia-Herzegovina",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199608150011,1996,8,15,28,"Bosnia-Herzegovina",9,"Eastern Europe","Cazin",44.97,15.94,1,1,0,3,"Bombing/Explosion",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally",28,"Bosnia-Herzegovina",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199608150012,1996,8,15,28,"Bosnia-Herzegovina",9,"Eastern Europe","Cazin",44.97,15.94,1,1,0,3,"Bombing/Explosion",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally",28,"Bosnia-Herzegovina",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199608150013,1996,8,15,45,"Colombia",3,"South America","Unknown",,,0,1,0,6,"Hostage Taking (Kidnapping)",20,"Unknown",,".",45,"Colombia",0,5,"Firearms",5,"Unknown Gun Type","Firearm",0,0,1,0
199608150014,1996,8,15,45,"Colombia",3,"South America","Medellin district",6.27,-75.57,0,1,0,6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",77,"Laborer (General)/Occupation Identified",45,"Colombia",0,5,"Firearms",5,"Unknown Gun Type","Firearm",0,0,1,1
199608150015,1996,8,15,88,"Honduras",2,"Central America & Caribbean","Danli",14.03,-86.57,0,1,0,1,"Assassination",18,"Tourists",97,"Tourist",216,"Great Britain",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,0,0
199608150016,1996,8,15,92,"India",6,"South Asia","Barama",26.52,91.35,0,1,0,3,"Bombing/Explosion",3,"Police",25,"Police Security Forces/Officers",92,"India",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",1,,0,0
199608160001,1996,8,16,185,"Spain",8,"Western Europe","Unknown",42.7,-1.68,0,1,0,3,"Bombing/Explosion",3,"Police",22,"Police Building (headquarters, station, school)",185,"Spain",0,6,"Explosives/Bombs/Dynamite",7,"Grenade","Grenades",0,0,0,0
199608160002,1996,8,16,45,"Colombia",3,"South America","Bogota",4.6,-74.08,0,1,0,2,"Armed Assault",2,"Government (General)",14,"Judge/Attorney/Court",45,"Colombia",0,5,"Firearms",5,"Unknown Gun Type","Firearm",0,1,0,0
199608160003,1996,8,16,45,"Colombia",3,"South America","Barranquilla",10.98,-74.78,0,1,0,2,"Armed Assault",3,"Police",22,"Police Building (headquarters, station, school)",45,"Colombia",0,5,"Firearms",5,"Unknown Gun Type","Firearm",2,0,0,0
199608160004,1996,8,16,45,"Colombia",3,"South America","Barranquilla",10.98,-74.78,0,1,0,2,"Armed Assault",3,"Police",22,"Police Building (headquarters, station, school)",45,"Colombia",0,5,"Firearms",5,"Unknown Gun Type","Firearm",2,0,0,0
199608160005,1996,8,16,60,"Egypt",10,"Middle East & North Africa","Mallawi",27.73,30.84,0,1,0,2,"Armed Assault",1,"Business",7,"Retail/Grocery/Bakery",60,"Egypt",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,0,0
199608160007,1996,8,16,217,"United States",1,"North America","West Jordan",40.61,-111.94,0,1,0,7,"Facility/Infrastructure Attack",1,"Business",2,"Restaurant/Bar/Caf�",217,"United States",0,8,"Incendiary",19,"Molotov Cocktail/Petrol Bomb","molotov cocktail and gasoline poured on the building",0,0,0,0
199608170001,1996,8,17,130,"Mexico",1,"North America","Tijuana",32.53,-117.02,0,1,0,1,"Assassination",2,"Government (General)",14,"Judge/Attorney/Court",130,"Mexico",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,0,0
199608170002,1996,8,17,195,"Sudan",11,"Sub-Saharan Africa","Rumbeck",6.81,29.68,0,1,0,6,"Hostage Taking (Kidnapping)",15,"Religious Figures/Institutions",85,"Religious Figure",195,"Sudan",0,13,"Unknown",,".",,0,0,1,0
199608170003,1996,8,17,42,"Chad",11,"Sub-Saharan Africa","N'Djamena",12.12,15.09,0,1,0,1,"Assassination",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally",42,"Chad",0,5,"Firearms",5,"Unknown Gun Type","Small caliber",1,0,0,0
199608170004,1996,8,17,45,"Colombia",3,"South America","Medellin",6.27,-75.57,0,1,0,3,"Bombing/Explosion",1,"Business",11,"Entertainment/Cultural/Stadium/Casino",45,"Colombia",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",1,21,0,0
199608170005,1996,8,17,45,"Colombia",3,"South America","El Copey district",10.15,-73.96,0,1,0,1,"Assassination",14,"Private Citizens & Property",72,"Farmer",45,"Colombia",0,13,"Unknown",,".",,1,0,0,0
199608170006,1996,8,17,45,"Colombia",3,"South America","El Copey",10.15,-73.96,0,1,0,6,"Hostage Taking (Kidnapping)",1,"Business",7,"Retail/Grocery/Bakery",45,"Colombia",0,13,"Unknown",,".",,0,0,1,0
199608170007,1996,8,17,69,"France",8,"Western Europe","Bastia",42.7,9.45,0,1,0,3,"Bombing/Explosion",2,"Government (General)",14,"Judge/Attorney/Court",69,"France",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199608170008,1996,8,17,60,"Egypt",10,"Middle East & North Africa","Tahta",26.77,31.49,0,1,0,1,"Assassination",1,"Business",7,"Retail/Grocery/Bakery",60,"Egypt",0,5,"Firearms",5,"Unknown Gun Type","Firearm",2,3,0,0
199608170009,1996,8,17,69,"France",8,"Western Europe","Saint-Jean-de-Luz",43.39,-1.66,0,1,0,3,"Bombing/Explosion",1,"Business",4,"Multinational Corporation",69,"France",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199608170010,1996,8,17,92,"India",6,"South Asia","Sibasagar district",26.98,94.63,0,0,0,3,"Bombing/Explosion",4,"Military",35,"Military Transportation/Vehicle (excluding convoys)",92,"India",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199608180001,1996,8,18,153,"Pakistan",6,"South Asia","Chak 205",29.48,72.79,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",84,"Political Party Member/Rally",153,"Pakistan",0,5,"Firearms",2,"Automatic Weapon","Automatic firearm - AK-47",18,69,0,0
199608180002,1996,8,18,45,"Colombia",3,"South America","Tame",6.46,-71.73,0,1,0,3,"Bombing/Explosion",4,"Military",35,"Military Transportation/Vehicle (excluding convoys)",45,"Colombia",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",2,2,0,0
199608180003,1996,8,18,69,"France",8,"Western Europe","Ajaccio",41.92,8.74,0,1,0,3,"Bombing/Explosion",2,"Government (General)",21,"Government Building/Facility/Office",69,"France",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199608180004,1996,8,18,69,"France",8,"Western Europe","Ajaccio",41.92,8.74,0,1,0,3,"Bombing/Explosion",2,"Government (General)",14,"Judge/Attorney/Court",69,"France",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199608180005,1996,8,18,92,"India",6,"South Asia","Mandideep",23.09,77.51,0,1,0,8,"Unarmed Assault",12,"NGO",62,"International NGO",217,"United States",0,9,"Melee",21,"Blunt Object","Rod",,,0,0
199608180006,1996,8,18,92,"India",6,"South Asia","Nayabasti",25.16,91.74,0,1,0,2,"Armed Assault",3,"Police",23,"Police Patrol (including vehicles and convoys)",92,"India",0,5,"Firearms",5,"Unknown Gun Type","Firearm",12,7,0,0
199608180007,1996,8,18,92,"India",6,"South Asia","Unknown",26.2,92.94,0,1,0,3,"Bombing/Explosion",4,"Military",35,"Military Transportation/Vehicle (excluding convoys)",92,"India",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",2,5,0,0
199608190001,1996,8,19,130,"Mexico",1,"North America","Chenalho",16.89,-92.63,0,1,0,6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",68,"Named Civilian",130,"Mexico",0,13,"Unknown",,".",,6,0,1,0
199608190002,1996,8,19,209,"Turkey",10,"Middle East & North Africa","Sivas",39.75,37.02,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",73,"Vehicles/Transportation",209,"Turkey",0,5,"Firearms",5,"Unknown Gun Type","Firearm",3,0,0,0
199608190004,1996,8,19,45,"Colombia",3,"South America","Unknown",9.34,-73.65,0,1,0,6,"Hostage Taking (Kidnapping)",2,"Government (General)",14,"Judge/Attorney/Court",45,"Colombia",0,13,"Unknown",,".",,1,0,1,0
199608190005,1996,8,19,69,"France",8,"Western Europe","Ajaccio",41.92,8.74,0,0,0,3,"Bombing/Explosion",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally",69,"France",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199608190006,1996,8,19,69,"France",8,"Western Europe","Saint-Jean-de-Luz",43.39,-1.66,0,0,0,3,"Bombing/Explosion",1,"Business",3,"Bank/Commerce",69,"France",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199608190007,1996,8,19,87,"Haiti",2,"Central America & Caribbean","Port-au-Prince",18.54,-72.34,0,1,0,2,"Armed Assault",3,"Police",22,"Police Building (headquarters, station, school)",87,"Haiti",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,2,0,0
199608200001,1996,8,20,159,"Peru",3,"South America","Alomella Robles",,,0,1,0,9,"Unknown",14,"Private Citizens & Property",75,"Village/City/Town/Suburb",159,"Peru",0,13,"Unknown",,".",,1,0,1,0
199608200002,1996,8,20,167,"Russia",9,"Eastern Europe","Makhachkala",42.98,47.49,0,0,0,1,"Assassination",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally",167,"Russia",0,6,"Explosives/Bombs/Dynamite",7,"Grenade","Grenades",0,0,0,0
199608200003,1996,8,20,167,"Russia",9,"Eastern Europe","Makhachkala",42.98,47.49,0,1,0,3,"Bombing/Explosion",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally",167,"Russia",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",4,8,0,0
199608200004,1996,8,20,6,"Algeria",10,"Middle East & North Africa","Algiers",36.75,3.04,0,1,0,2,"Armed Assault",7,"Government (Diplomatic)",45,"Diplomatic Personnel (outside of embassy, consulate)",97,"Israel",0,5,"Firearms",5,"Unknown Gun Type","Firearm",0,3,0,0
199608200005,1996,8,20,11,"Argentina",3,"South America","Buenos Aires",-34.6,-58.38,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",82,"Labor Union Related",11,"Argentina",0,5,"Firearms",5,"Unknown Gun Type","Firearm",0,7,0,0
199608200006,1996,8,20,30,"Brazil",3,"South America","Sao Paulo",-23.55,-46.63,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",68,"Named Civilian",30,"Brazil",0,5,"Firearms",5,"Unknown Gun Type","Firearm",4,3,0,0
199608200007,1996,8,20,69,"France",8,"Western Europe","Sartene",41.62,8.97,0,1,0,3,"Bombing/Explosion",2,"Government (General)",21,"Government Building/Facility/Office",69,"France",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199608200008,1996,8,20,87,"Haiti",2,"Central America & Caribbean","Port-au-Prince",18.54,-72.34,0,0,0,3,"Bombing/Explosion",1,"Business",4,"Multinational Corporation",87,"Haiti",0,6,"Explosives/Bombs/Dynamite",7,"Grenade","Grenade",0,0,0,0
199608200009,1996,8,20,87,"Haiti",2,"Central America & Caribbean","Port-au-Prince",18.54,-72.34,0,1,0,1,"Assassination",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally",87,"Haiti",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,0,0
199608200010,1996,8,20,87,"Haiti",2,"Central America & Caribbean","Port-au-Prince",18.54,-72.34,0,1,0,1,"Assassination",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally",87,"Haiti",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,0,0
199608210001,1996,8,21,185,"Spain",8,"Western Europe","Bayona",42.12,-8.85,0,0,0,3,"Bombing/Explosion",14,"Private Citizens & Property",79,"Public Area (garden, parking lot, garage, beach, public building, camp)",185,"Spain",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199608210002,1996,8,21,185,"Spain",8,"Western Europe","Santiago de Compostela",42.88,-8.55,0,0,0,3,"Bombing/Explosion",15,"Religious Figures/Institutions",86,"Place of Worship",185,"Spain",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199608210003,1996,8,21,45,"Colombia",3,"South America","Apartado",7.88,-76.63,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",75,"Village/City/Town/Suburb",45,"Colombia",0,9,"Melee",23,"Knife or Other Sharp Object","Knife",1,0,0,0
199608210004,1996,8,21,45,"Colombia",3,"South America","Unknown",,,0,1,0,6,"Hostage Taking (Kidnapping)",1,"Business",1,"Gas/Oil",98,"Italy",0,5,"Firearms",5,"Unknown Gun Type","Firearm",0,0,1,0
199608210005,1996,8,21,45,"Colombia",3,"South America","Unknown",2.04,-72.33,0,1,0,2,"Armed Assault",4,"Military",29,"Military Unit/Patrol/Convoy",45,"Colombia",0,5,"Firearms",5,"Unknown Gun Type","Firearm",5,3,0,0
199608210006,1996,8,21,69,"France",8,"Western Europe","L'Ile-Rousse",42.64,8.94,0,1,0,3,"Bombing/Explosion",2,"Government (General)",21,"Government Building/Facility/Office",69,"France",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199608210007,1996,8,21,60,"Egypt",10,"Middle East & North Africa","Mallawi",27.73,30.84,0,1,0,1,"Assassination",14,"Private Citizens & Property",69,"Religion Identified",60,"Egypt",0,5,"Firearms",5,"Unknown Gun Type","Firearm",2,1,0,0
199608210008,1996,8,21,60,"Egypt",10,"Middle East & North Africa","Mallawi",27.73,30.84,0,1,0,1,"Assassination",1,"Business",9,"Farm/Ranch",60,"Egypt",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,0,0
199608220001,1996,8,22,167,"Russia",9,"Eastern Europe","Moscow",55.75,37.62,0,1,0,3,"Bombing/Explosion",15,"Religious Figures/Institutions",86,"Place of Worship",167,"Russia",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199608220002,1996,8,22,209,"Turkey",10,"Middle East & North Africa","Hakkari",37.58,43.74,0,1,0,3,"Bombing/Explosion",3,"Police",25,"Police Security Forces/Officers",209,"Turkey",0,6,"Explosives/Bombs/Dynamite",11,"Projectile (rockets, mortars, RPGs, etc.)","Rifle propelled grenade",5,0,0,0
199608220003,1996,8,22,69,"France",8,"Western Europe","Calvi",42.57,8.76,0,1,0,3,"Bombing/Explosion",2,"Government (General)",21,"Government Building/Facility/Office",69,"France",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199608220004,1996,8,22,87,"Haiti",2,"Central America & Caribbean","Port-au-Prince",18.54,-72.34,0,1,0,7,"Facility/Infrastructure Attack",10,"Journalists & Media",55,"Television Journalist/Staff/Facility",87,"Haiti",0,5,"Firearms",5,"Unknown Gun Type","Firearm",0,0,0,0
199608220005,1996,8,22,92,"India",6,"South Asia","Anantnag",33.73,75.15,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",84,"Political Party Member/Rally",92,"India",0,5,"Firearms",5,"Unknown Gun Type","Firearm",14,,0,0
199608230001,1996,8,23,185,"Spain",8,"Western Europe","Bayona",42.12,-8.85,0,0,0,3,"Bombing/Explosion",18,"Tourists",98,"Other Facility",999,"Multinational",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199608230002,1996,8,23,6,"Algeria",10,"Middle East & North Africa","Bou Haroun",36.63,2.66,0,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property",74,"Marketplace/Plaza/Square",6,"Algeria",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Bomb",7,5,0,0
199608230003,1996,8,23,50,"Croatia",9,"Eastern Europe","Gornji Karin",44.14,15.63,0,1,0,3,"Bombing/Explosion",15,"Religious Figures/Institutions",86,"Place of Worship",175,"Serbia-Montenegro",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199608230004,1996,8,23,87,"Haiti",2,"Central America & Caribbean","Port-au-Prince",18.54,-72.34,0,1,0,1,"Assassination",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)",87,"Haiti",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,0,0
